articulo,stock,compras_recomendadas,demanda_mensual,index_riesgo,riesgo,LT_meses,mean_margen,ultima_fecha,monto_usd,ultima_compra
c-2105,338.0,1479.35960474432,246.55993412405334,1.3708634421922736,Amarillo,6.0,0.9953305507451496,2024-09-17,1.56,29700.0
884721,1610.0,435.6674864606381,145.22249548687935,11.086436674994758,Verde,3.0,0.7619992907807319,2024-08-07,4.595,14112.0
sk005,222.0,475.0438845502928,79.17398075838213,2.8039514733695756,Verde,6.0,0.7865082084478243,2024-01-22,3.75,6517.0
48520-12610,16.0,291.8876058232087,48.64793430386811,0.3288937182832818,Rojo,6.0,0.7252803837391975,2024-08-22,11.1,2612.0
fc-13210,159.0,201.0180427959847,33.503007132664116,4.745842645419767,Verde,6.0,0.9813312531276474,2024-09-17,12.09,888.0
af6210/fh,1839.0,3820.555336679392,1273.5184455597973,1.4440309101228883,Amarillo,3.0,0.29642794260677674,2024-07-03,7.39,8424.0
c-1513,1717.0,1644.698705440349,274.1164509067248,6.263761238409779,Verde,6.0,0.5490025407734573,2024-03-14,7.11,24666.0
cf-500/1,47.0,261.9781938887012,65.4945484721753,0.7176169787622474,Rojo,4.0,0.5524164065570247,2024-09-12,10.48,4661.0
bdd028,128.0,151.2685432718858,25.211423878647633,5.077063501693267,Verde,6.0,1.386745199442874,2024-07-24,7.46,1550.0
c-1305,783.0,1825.10268777077,304.1837812951283,2.574101737660726,Verde,6.0,0.5818811948574905,2024-08-29,3.9,27280.0
n018,124.0,449.8454608578967,74.97424347631612,1.6539013166457732,Verde,6.0,0.8712418890283221,2024-01-22,4.5,3330.0
a-5507-s,61.0,228.5336830279396,38.08894717132326,1.6015144688988991,Verde,6.0,1.1342159136253085,2024-09-17,17.62,1244.0
a-7124,215.0,73.19216172267464,12.198693620445773,17.62483809246972,Verde,6.0,1.0090368575957405,2024-09-30,23.44,2286.0
48531-35190ref,0.0,249.20895492145,41.534825820241664,0.0,Rojo,6.0,0.8600692115951085,2023-12-23,7.4,4597.0
a-5801,199.0,119.4124593717624,19.9020765619604,9.998956610404983,Verde,6.0,1.5130196586775537,2024-08-29,11.29,5062.0
48751,0.0,2908.370293591499,727.0925733978747,0.0,Rojo,4.0,0.39337932457938796,2024-09-16,2.1458352204322817,152500.0
a-6304-s,279.0,573.471906889892,95.57865114831533,2.9190619102487476,Verde,6.0,1.1340821312627756,2024-09-30,18.23,6944.0
paw68a500,1632.0,1634.132794568059,817.0663972840294,1.9973896924715686,Verde,2.0,0.5245326513150632,2024-09-21,20.55,90114.0
di1540ci5500,5.0,8.206251792484842,4.103125896242421,1.2185831306270476,Amarillo,2.0,0.45420017651168815,2024-03-05,502.66,2383.0
c-1328,248.0,747.9825842563582,124.66376404272637,1.9893511310552299,Verde,6.0,0.9647901514558466,2024-03-18,3.91,9852.0
t013,395.0,1199.254548369681,199.8757580616135,1.9762276517707449,Verde,6.0,0.7666111734469353,2024-09-20,3.95,12354.0
884544,4200.0,3065.901623672657,1021.9672078908857,4.109720906473967,Verde,3.0,0.3921384399892221,2024-08-07,21.46,55767.0
a-71420-s,23.0,185.9468205402624,30.9911367567104,0.7421476721088617,Rojo,6.0,0.6540134058484621,2024-04-18,31.66,1769.0
pu-941x,529.0,1315.509317933568,328.877329483392,1.60850247972691,Verde,4.0,0.5442959198896473,2024-09-24,7.45596945643425,29040.0
p1540ci500,1256.0,899.8782007864528,449.9391003932264,2.7914888901682757,Verde,2.0,0.4122668772561642,2024-09-21,29.5,31778.0
